EAN,Total 
3462962458775,1
6810500897116,1
4117852878100,1
2968141157862,1
0690179418647,1
4745172876300,1
2998839715029,1
5468583929500,1
6365713522589,1
7424713682927,1
6605048165236,1
4140497787742,1
9320734991476,1
2086306247101,1
7178154285482,1
3503248985186,1
1017876883575,1
7780164671010,1
4704581598609,1
6381054369270,1
2078724442398,1
4639998132941,1
0078639558919,1
8467830297123,1
8125053527433,1
2059447661273,1
5574478617503,1
4860604639930,1
7542322415092,1
9540462195674,1
2305305980353,1
3796398830455,1
2837041162255,1
2655655986797,1
2861751806239,1
5260641397494,1
0565111413298,1
9671940380241,1
9206228979840,1
8319331930064,1
6900765719725,1
0971590913905,1
9731814104967,1
6831546533615,1
4936189131845,1
8142106868541,1
9181811947539,1
8455927396033,1
8646059622484,1
7534714416534,1
4304674416348,1
6785266877989,1
6379043265443,1
0187948644876,1
0903501711881,1
1156500159638,1
3450455271604,1
6566223370282,1
4667423690278,1
5544300033023,1
8285231994041,1
6277870539808,1
1423671105161,1
1289267568570,1
8817605927227,1
5118826430316,1
2043637866005,1
9137076360491,1
7421337638699,1
6124149310425,1
7311915467806,1
1555231920355,1
6407607510828,1
5669148546396,1
5104563531867,1
9544969357337,1
7270992450906,1
5373943935452,1
7583812329574,1
4127007594830,1
6547926016004,1
4117968520290,1
9818555773673,1
9338932356089,1
4052707123359,1
4629519589576,1
7345651959547,1
9235158667114,1
1283406190554,1
0921042316808,1
6460909118406,1
2180652623326,1
3843214141841,1
9313099809395,1
2857513043714,1
3566935271924,1
9451696283894,1
3464069932950,1
2506912552012,1
5528970249663,1
3669696295441,1
8254406728392,1
5320036026580,1
2432120077996,1
3669603764367,1
0722773557689,1
6287551748429,1
5676755307401,1
9691371967828,1
9597463980686,1
5017864925382,1
2382681684631,1
4781297951751,1
6838692602059,1
6380887089591,1
0461131346540,1
2471993112625,1
4120540576738,1
8284792489966,1
3142344477135,1
4068051094511,1
9207775965362,1
2307017912769,1
6510696581232,1
9876247221932,1
1104405583904,1
4688399586976,1
3690585409809,1
8187746583508,1
9478798780878,1
2250938534636,1
0153467938468,1
0405791371917,1
9012120229712,1
4148545559037,1
8672179280396,1
8284652430237,1
7601265392355,1
6006071975937,1
4259039201810,1
5234306440375,1
6343374845179,1
6740145084353,1
2740191277949,1
7472053495318,1
0833026172501,1
7590823936622,1
8719036123899,1
3595067343315,1
1302071913777,1
1263044112774,1
8906646844492,1
1649162459920,1
9249617304083,1
5326253482321,1
5000401572699,1
6363989177533,1
7066121696686,1
9169346037734,1
5188500392018,1
4145373924914,1
4310850186745,1
7787603747374,1
9494372329929,1
2224979187625,1
5561625561475,1
7997425865815,1
6136023081468,1
2986119895929,1
0097251883780,1
7471488410712,1
8297072243684,1
9026352752719,1
7390782572301,1
5676199513673,1
9898813319942,1
5275622190735,1
6228292679856,1
0641401004022,1
3040272172088,1
7783201345318,1
8115405346072,1
8822410188923,1
2414942616379,1
3962694031425,1
3845337783717,1
4510954561961,1
7264136020858,1
9920928762693,1
8169290828847,1
3847281651944,1
3242347391084,1
3345727769791,1
2004338751809,1
0890204410022,1
5266605947651,1
6782308468716,1
0297041584075,1
0772823563931,1
7076278616864,1
3321310311097,1
4861576791725,1
1761678515317,1
5631074667742,1
8153171471475,1
4216982364801,1
8627960069438,1
1344240964708,1
4307350932958,1
2181202251105,1
4655262281061,1
5086563061721,1
7947231470505,1
9490104268009,1
3284774027907,1
6557860271193,1
4278246879612,1
5458324393936,1
9576058495279,1
2814762334598,1
7799603127353,1
8120152801927,1
7379742980356,1
1441974955788,1
8102628361296,1
6276138918324,1
5843979533910,1
0519150699205,1
6418711076186,1
2199660640553,1
5212890435922,1
5316162459774,1
7708206637596,1
8763291223245,1
4612195328324,1
6641388038144,1
5087925731900,1
4009045420282,1
7842278549392,1
1019310432011,1
0710356490379,1
8401005883100,1
4101117695762,1
5625444264556,1
2888569162104,1
8873522423990,1
3895722044466,1
5109253571826,1
5151029036398,1
9561479616457,1
5158166732978,1
8343893832870,1
3828219940651,1
8664998790071,1
2260528173756,1
5109563313802,1
9288759644947,1
4513071458350,1
7943082058114,1
8337453641828,1
2576030802603,1
3617794405811,1
4762548297408,1
8757487442022,1
1527352692954,1
8829957060446,1
5867981426640,1
5973187031974,1
2032015865907,1
4928376645648,1
4863353963684,1
7820720614324,1
0155158108587,1
5987415410462,1
0563528990715,1
7063149750253,1
8435820632193,1
5092789678315,1
6808268986104,1
8365516153025,1
5274031459839,1
4903780403985,1
5614629572357,1
2017484906849,1
0734382151479,1
5567854851653,1
0265189162790,1
4695197489101,1
7760078757970,1
3965821426484,1
5652702971482,1
9327138481343,1
0712158490526,1
6707302922019,1
1735546257821,1
0051732166939,1
7471169506246,1
4273345613198,1
1153314378460,1
7845798221953,1
9715060297307,1
0654404308400,1
4689955081843,1
9676204048103,1
8800106182844,1
5722426390217,1
1436448539281,1
3269440405838,1
9011457637191,1
5765907825280,1
9741627219178,1
0505032341096,1
1476473809409,1
2400664530673,1
3628892794400,1
4653658589333,1
7077773076986,1
3601809010251,1
7662013829837,1
2636751680680,1
4619359118883,1
6100236331924,1
3522745347006,1
8933239062247,1
4360527695087,1
4695763618133,1
2095238800278,1
2345630708444,1
8340724613400,1
9518094196291,1
0099645406322,1
2176274358241,1
8998647995938,1
1626588554323,1
2281790375723,1
4916628325530,1
6027616475309,1
5556262400348,1
8468515074213,1
5995368730612,1
7510272153210,1
7427715599187,1
3414675649797,1
8221613708998,1
9301196952212,1
3404482420894,1
4454784834874,1
4157358404540,1
2523906011218,1
2719726525053,1
1508449343621,1
6261783002504,1
8845866357552,1
6409448853867,1
8884346784365,1
4336316961039,1
3831745800917,1
5424759147901,1
1743718668504,1
2230433313035,1
1040597444862,1
0612628943609,1
1173361521374,1
5673799611761,1
7839405746144,1
8447647108546,1
6622478929603,1
4678474454702,1
6501927902803,1
2830649338183,1
7209014053955,1
8886885272167,1
3123030175931,1
4917416143688,1
1747679595848,1
9860700690489,1
3799108694712,1
8560789360501,1
9714854955195,1
1083107031312,1
4807846373345,1
1104045480946,1
6345895416418,1
1448660379309,1
9315912594471,1
4227240397349,1
2928735675929,1
0955730992036,1
8388698204859,1
2836226726046,1
0280788464199,1
2017235898768,1
0775209757887,1
7566042309752,1
0487984423009,1
3262669389859,1
9661884345055,1
2564990469394,1
5579508159596,1
1859027897815,1
0591140674157,1
7916447763633,1
5102535426852,1
4379333382791,1
9850286006118,1
2998912038144,1
4293836600919,1
2494116459735,1
5263739884654,1
4951808891979,1
9069655068613,1
8678143641231,1
9818591418507,1
6159524435950,1
2139942385383,1
1349699658895,1
8676991662132,1
2640378882716,1
4810858623261,1
5894310340254,1
2016409108214,1
1064560752143,1
0281551733627,1
7311164245149,1
7229674973394,1
4383215405829,1
0246171541885,1
6438739581806,1
7043618929434,1
6231189798738,1
8917230438973,1
4766126357850,1
0603876093482,1
6721350521857,1
0234048451771,1
4534871656449,1
4949743774228,1
9584300481260,1
2146587794890,1
6174039138783,1
7730673156027,1
0308957704652,1
8718983274432,1
5264296905813,1
4463520311364,1
1523494188669,1
2821530255368,1
3004333102865,1
8920073293203,1
2176773392005,1
9226608126862,1
1412983899301,1
2559655305773,1
5347545420524,1
3147669770664,1
3329042091881,1
4678304499972,1
2901901037226,1
5119429781553,1
5222439302912,1
8044621014475,1
6508602482995,1
4943343563787,1
5117090543449,1
0943463294831,1
5398375027797,1
2601989342082,1
9588068807003,1
7273092151452,1
5602925808959,1
3044729526745,1
5604890052306,1
2956635809878,1
3004569646928,1
3259487514082,1
9595706147186,1
4972539266041,1
6326354569562,1
5881876222315,1
4575731752741,1
1403254911815,1
3492321765015,1
1754237134883,1
3960844605564,1
9014754161031,1
1875097276411,1
6117294983217,1
9135936521815,1
9178048029909,1
5011997969626,1
2058125735206,1
9733587156617,1
0867327857140,1
3636019398509,1
7534590432574,1
0858994080948,1
8332693884448,1
7362748512768,1
9489456960624,1
3071399245225,1
9886087291774,1
7967964186597,1
8678072224819,1
4612285044707,1
8857296957585,1
1064876369899,1
2720809986104,1
4177261253943,1
3200463388746,1
4091004649490,1
3179012163182,1
0615584879708,1
5737840462228,1
9341338036028,1
9644717308137,1
6689249819488,1
2601447276768,1
8424482531500,1
8680340332119,1
4891668445977,1
3253502057349,1
2768650389668,1
9513260717478,1
5490428022183,1
2348776013922,1
4194585254500,1
7713115894596,1
3536307539617,1
6083397272759,1
1157569883922,1
2355074267544,1
9286984517623,1
6350367323156,1
6488105879662,1
3691283575919,1
9475241009739,1
4600307780443,1
9519627118216,1
8644928597000,1
3129034984081,1
8585259066066,1
4235201792867,1
5536860388453,1
1384488934293,1
9866439105300,1
8794654682751,1
2815801752687,1
7952536861835,1
6471771292712,1
8216204025493,1
6835506964358,1
5280958116502,1
1389224654176,1
5038411436120,1
6508612255206,1
7996432158248,1
8494391982731,1
8531579582250,1
0255751518247,1
3205915543568,1
0355951482277,1
7085003204016,1
3720507837660,1
4388638817808,1
6267386641232,1
1549531627403,1
2026215631592,1
5534857622658,1
8781381341501,1
3962540522756,1
9810565068671,1
4324490055552,1
9506336725224,1
7048521071966,1
7536222928813,1
4391784152570,1
8558775059980,1
1386127449144,1
9464744544717,1
2419069615342,1
8751435516759,1
8706585850413,1
4527540755246,1
5377101053712,1
1507069057994,1
2123323393074,1
2418299126741,1
2855629158131,1
5932388854829,1
2279956477725,1
5266492571458,1
4266444258797,1
8115521685086,1
3377425834266,1
4935813389393,1
9361559155896,1
8145329959379,1
9140838901672,1
1047746500592,1
1043002976293,1
8672683199405,1
6589185743406,1
6665415948213,1
7317519335589,1
5117282474384,1
9781404050112,1
8583729581842,1
3573742073184,1
1792053894079,1
5276000545185,1
4005245060631,1
6965774627966,1
5651531657383,1
8746651085196,1
5242968860011,1
6342046756775,1
7449595415005,1
9817505167036,1
6274835512586,1
6173431294837,1
0619358026626,1
8797315453042,1
3091220666449,1
8608359260377,1
1936238811356,1
1733438254187,1
4369198036946,1
9553191100277,1
7048857517428,1
4425609048660,1
5014211838203,1
3639288233540,1
8542407631453,1
1471392425310,1
4082041020236,1
9525200112168,1
9921796235784,1
9860246312272,1
4212525376416,1
3879459858688,1
8364518241655,1
6562446035434,1
3965607596387,1
2847425709563,1
2286518038232,1
4335523994465,1
2097434370425,1
1748752181514,1
8725441014868,1
9148954296412,1
2778473556970,1
3130837643761,1
8230594007310,1
5376072550510,1
7879174333015,1
7728553613050,1
4577586991344,1
8021855424270,1
6878080448913,1
1082142333146,1
3295556716193,1
3363350215829,1
2693126389937,1
8287185524473,1
7739370779928,1
6898934980376,1
7259963691104,1
1394699888124,1
6855490632095,1
4525039653745,1
7880545553307,1
9420476380511,1
4487234378147,1
5058389262101,1
7428901057900,1
3731517381289,1
4799306669191,1
2128732601635,1
7333674508651,1
5215098365626,1
0858260869550,1
6484280116899,1
2578596815035,1
6959361868504,1
1362879326742,1
5567238588724,1
2419513854679,1
1604456384852,1
6636826680740,1
3472713720457,1
9830970741433,1
8344713377717,1
4573006620375,1
7706469363405,1
3132143529418,1
0206961154220,1
5846123781892,1
7707769942956,1
6901286121936,1
2639607261675,1
1343988418412,1
4569962182132,1
0860307099714,1
0968512945403,1
8331972254583,1
0251131129256,1
7304112020523,1
4058231040698,1
6489778169760,1
2532242212630,1
1190166592781,1
6098184783301,1
1728152441623,1
2086614851533,1
8015569862541,1
2784046814910,1
0922556423440,1
7277787856196,1
6910659881957,1
7825176946326,1
6636934349560,1
1284743639737,1
8203360938835,1
8872969712582,1
7684466410783,1
8651525707619,1
6693706917211,1
5300670429527,1
9459674935988,1
0023246766226,1
9938516297601,1
8968927641152,1
0334127421432,1
7322898880001,1
1916732221257,1
0704603972978,1
2689748043173,1
6979327838525,1
7112303724040,1
3074157799800,1
8165650476932,1
5258953345579,1
7912753581640,1
4383795680838,1
1403727591094,1
7406656247425,1
4207154765588,1
8787236379217,1
3443671489151,1
3131503983921,1
6746048635982,1
4203551821131,1
5120737762868,1
0157170099089,1
6447188717209,1
8553393755122,1
8298501377598,1
9858734137926,1
1071555040789,1
0049279072134,1
8674102746696,1
3728942958322,1
6826613761466,1
6640019548571,1
5903799587446,1
9148938245085,1
3661316146836,1
5096552527930,1
9590991471862,1
1097035264650,1
4341018790818,1
8897128780387,1
9583976739804,1
9531442967275,1
5539386732373,1
2952863194380,1
2822092333945,1
9084190939310,1
5842934793260,1
0349158736233,1
0608759348000,1
1443891838366,1
9461875319597,1
6147055619550,1
8430849679471,1
6236241386359,1
3332958457511,1
7819088380736,1
6808609962736,1
0390964111073,1
0926331967457,1
1066663237152,1
0584558809068,1
8635514758462,1
2326919459080,1
1662582735863,1
3659425512581,1
3917635957517,1
5883074340501,1
3174321875603,1
6927198586885,1
1733854287394,1
1773921840107,1
0395663890335,1
7480976764909,1
8041199620220,1
9713262898582,1
6428492456084,1
8054987473830,1
9845920033810,1
9435735431651,1
8239775811364,1
4706942235048,1
9650038816299,1
9079576261451,1
1930615611768,1
8132289264025,1
8496296463674,1
4883698426705,1
1022760835875,1
0992966787807,1
4705972366043,1
8751221663070,1
6349866178558,1
2646811011590,1
2242655915096,1
6479490715154,1
3122904964237,1
3616069903724,1
9787230551403,1
1601839621474,1
3563316605613,1
0565263912922,1
4572578206451,1
5336734281893,1
8022606916365,1
0219223621873,1
0193012916909,1
1304750737131,1
8454234409757,1
4877400526715,1
8094526628222,1
0936844715216,1
4526777945758,1
7604957783035,1
6572396130752,1
6815003795358,1
8301929027591,1
8516249211364,1
1527626160172,1
1775925099796,1
7295761118795,1
5647693000006,1
3078944090149,1
3439438986087,1
9703089854908,1
4020346375859,1
8998607551693,1
9329124272980,1
9667634424551,1
2140139774477,1
9072455974565,1
7766822200921,1
1348298166411,1
6345469706860,1
2173240131891,1
0523395872309,1
2745147137223,1
2411284409607,1
9970072167042,1
8045867999021,1
4234985219775,1
7165254765051,1
7246228139815,1
6585590071073,1
4015795550827,1
2638815871461,1
9646720763880,1
6085086121362,1
7091948932761,1
7443204079589,1
8006878997017,1
5441843525124,1
9736254701646,1
8045478490436,1
8189706822115,1
6667920973131,1
6846146135138,1
2825311750103,1
8490133341217,1
4364784974862,1
9820970860661,1
6999803817820,1
5150703423745,1
9182363928700,1
8527121346234,1
0740333890946,1
7911899336404,1
1533062060327,1
1582281486944,1
7540372277615,1
2909614846319,1
6466552102243,1
1059187480784,1
1637199655309,1
3821851039103,1
9233852523699,1
4633687601398,1
0151761186318,1
3303716114762,1
2192858069709,1
2423640758496,1
3787522556693,1
6721167973177,1
1753199388846,1
9464308149037,1
1333773980453,1
0134468536747,1
2879015705778,1
4526435843686,1
6633896733178,1
1848185016916,1
9277618866088,1
0901939172540,1
6997554014703,1
7099467069845,1
2681088288719,1
4999504269876,1
9877333317157,1
9654188882944,1
5883743813909,1
9868884082540,1
2749352737353,1
9003454953145,1
5189877933767,1
5518378750229,1
6329310788632,1
6793185737307,1
8197145965294,1
9812552869179,1
3855176520534,1
2053001845178,1
2065379090357,1
1695833538210,1
8249208578993,1
3705456639053,1
5560096612624,1
0065537946863,1
7200197136138,1
8636734046209,1
1294784507155,1
9365195530413,1
5981766252634,1
5823855271341,1
8303964012730,1
2427871106712,1
1153121609306,1
7052135448113,1
2097930810517,1
8732657129590,1
3083877122935,1
9746340958670,1
5473659007082,1
4429669518163,1
0394763927705,1
7621099028978,1
3331056744349,1
8104134909412,1
1419885844637,1
5566064572204,1
8784612342421,1
6358673874669,1
0228589466929,1
5420520077897,1
1135998869823,1
6302908615480,1
1819247302018,1
5305686723270,1
8322172554511,1
7672957361058,1
8386127339769,1
4125466876917,1
4786409065548,1
4547174018166,1
6339749436493,1
7448828642454,1
7909994618891,1
7668253673858,1
0995870712835,1
8606096044694,1
5333359260890,1
4959612668930,1
9158939747723,1
3227459733106,1
9141604076228,1
8901269271335,1
5185366755872,1
4463050576417,1
3165131464446,1
2514842667768,1
9720336828581,1
8564928008613,1
7980092099416,1
0073577800533,1
5095553164144,1
2021393293563,1
0722537722704,1
4999904484725,1
5236039896030,1
3582735769089,1
0556710450890,1
7335695204307,1
7669959321821,1
3148776494481,1
0300088028201,1
7328562160615,1
6657556398125,1
2024250658840,1
3690025767919,1
1142992536422,1
2617452885673,1
4733907852705,1
9126329474887,1
1386747492186,1
8485525090248,1
9390022732326,1
4462132835046,1
2249441423018,1
1173381840653,1
7300424300933,1
6417623247875,1
4298055993262,1
6657458560439,1
6700027894456,1
0686227334779,1
2165769837842,1
7928458494246,1
9861594054166,1
5957543357151,1
7074949272791,1
1514102676876,1
0602196344885,1
4720544156327,1
2752021367317,1
3419493618055,1
7301083318673,1
9075085839266,1
7891055100622,1
8092215515587,1
3033596870617,1
3764273197436,1
1317446020004,1
0960672038155,1
1156945395035,1
4856949278378,1
0962585493953,1
2524037797187,1
1882602059162,1
0392309032432,1
2541592605016,1
9976455700219,1
8290096375256,1
1586413485645,1
5627131709890,1
3822471389272,1
6865572875357,1
2503358399768,1
1418826160232,1
5029406575696,1
3736400292895,1
8246685146394,1
5401274247811,1
0660699248925,1
3317123896043,1
7824911702814,1
5125641643203,1
0005507862328,1
5585598921555,1
0110314729310,1
2202505748731,1
4364071426562,1
3949326311872,1
3561272834818,1
5267858146785,1
0378667595758,1
0738725834616,1
2932673928177,1
8203578322785,1
7969554149777,1
8316646431538,1
3975498914351,1
5927649623962,1
2296491889417,1
3230872959961,1
2095663128022,1
1647352928669,1
2365103199722,1
2616743729016,1
1545352288038,1
8232082746084,1
4971079206906,1
6609468118742,1
7669895133083,1
7311180875115,1
8179755116945,1
8825386590066,1
3708257402628,1
4347211262275,1
5922816347580,1
9293621521752,1
3767110862917,1
9797651487779,1
4842105284369,1
1283006028165,1
4020123760601,1
8456420220597,1
3961026553185,1
3806474775416,1
9121027795111,1
5554793197485,1
1492512557056,1
9485051904490,1
4009620014226,1
6626889268382,1
5086917726412,1
9124590115300,1
6252523905599,1
0727082965095,1
4883179539382,1
3338628563353,1
4311873448643,1
0332418879016,1
2495507973861,1
5826373460082,1
2184536499922,1
2545745356886,1
1595184645028,1
2837802589130,1
5841119003835,1
8155356524815,1
1609322560422,1
4183246707523,1
9074458202119,1
9745118629576,1
1373274326381,1
7411982071323,1
3061256367276,1
0486861714148,1
3491651909786,1
9447083258828,1
2209421401566,1
2544550322932,1
9069484359739,1
6533060005967,1
3929786865832,1
1981076587567,1
0250207702690,1
9333636206630,1
2897643525179,1
4640009384419,1
0169680854355,1
4222818581526,1
4082582397088,1
1785498302001,1
0042274910197,1
2248195494107,1
3241837347099,1
3471342047188,1
7151088539814,1
1848372768024,1
3837337395151,1
7900613641542,1
5916918902167,1
0669221358293,1
8360523071737,1
5159587278076,1
7170750213333,1
4921220070788,1
1190292986805,1
7988757385812,1
6614090230366,1
8685184783615,1
5132290099473,1
7676152496232,1
1882361699272,1
6013787052500,1
0501481686672,1
7983800098336,1
5985431872622,1
8549150744706,1
7732017812927,1
6442443703089,1
4222922352043,1
5321451907447,1
0739294622383,1
3168424740821,1
8947792953942,1
8641547541193,1
3243535450255,1
5595866359393,1
5460966501853,1
9276309186245,1
7165383757828,1
4659432255708,1
2137830416980,1
6846543378619,1
5854572741176,1
7364405840078,1
5355647319585,1
8925651994824,1
3879372722776,1
0702355602747,1
3316633627932,1
6041237910384,1
1011013949780,1
7490643332928,1
3250599212682,1
0672447444329,1
0341844805087,1
1454013513061,1
8237021838646,1
8444616916850,1
4126177351489,1
7720100992649,1
2567759314737,1
5909896965354,1
6011786400261,1
6618191742506,1
3421422316161,1
2825357400246,1
5296361422055,1
4159073076057,1
9051251943326,1
6400872174672,1
5728029916458,1
3077741723762,1
5529817847202,1
3226705832143,1
4242642526180,1
4292233782693,1
5489237277662,1
7702379757808,1
6838595502302,1
9270947847612,1
1011641702665,1
3792719326836,1
8510598671503,1
1313510677501,1
0508100858403,1
1034467766796,1
3682185397976,1
8854244727818,1
0517287251006,1
7850841020162,1
0109455195597,1
5488455426104,1
2424313487385,1
3137012665211,1
7896888842213,1
0119862126084,1
5619653896615,1
6446473443342,1
0944861137768,1
3735309258186,1
7049039707781,1
5479477672266,1
1284885019367,1
8161181582333,1
5133915174018,1
3933814269691,1
4418556268953,1
3920956209470,1
7402174616033,1
0515437006759,1
0073833150235,1
2086405556586,1
4878603126030,1
1893801405001,1
2387835046709,1
9075595578976,1
7268898336592,1
3044809559595,1
3506833163891,1
6557881268547,1
6373173132484,1
5556635243329,1
8510994178507,1
2414284879999,1
6245784706005,1
9103682731970,1
1417420559480,1
8126847521033,1
9989940836164,1
9140170401793,1
7815687522409,1
9304197798551,1
5761696030799,1
2690179322065,1
2721368706523,1
1823512054397,1
2039198279699,1
5564466218676,1
9830872425677,1
8195075228571,1
4663788843427,1
9513649873016,1
7520359518979,1
9082910018383,1
9747276560210,1
9608519901903,1
3297144243593,1
7447894410653,1
0276622826988,1
3739212538021,1
0764563323388,1
0169608835237,1
9778714363711,1
5591764750942,1
3608755723624,1
5102643512188,1
0834308713948,1
5639206095081,1
9569626875320,1
5769261767248,1
9890559161953,1
7063184818451,1
4493928032561,1
6967100162684,1
9090733255151,1
8579605245489,1
5881500955329,1
7716752465969,1
1955007706969,1
7084029957036,1
1809991485181,1
7038980144844,1
0608371033063,1
7564330130705,1
8800020747273,1
2766326886367,1
9276812456965,1
0700098896522,1
4545413049445,1
9272730152514,1
4216167606276,1
2082045986882,1
2454046133136,1
2590079911256,1
5611090352303,1
3419447100544,1
9180747863302,1
0466830738474,1
3988882211288,1
2029880279670,1
6502704753076,1
1342010772522,1
7366217210834,1
9979327840419,1
0271437599102,1
1137244338541,1
2536241330692,1
7120713294664,1
4878112664955,1
8986417958610,1
0057762369579,1
1703797356679,1
3780183819251,1
2320762268110,1
9158722341114,1
4791262773554,1
2197087631512,1
3442690065667,1
5990117080864,1
1580339794478,1
0166552104440,1
4157830893794,1
0493551583403,1
3712943534821,1
3120638497168,1
6461377435958,1
0578595890905,1
6998170465696,1
4191085760319,1
4758008824130,1
7785847498267,1
3437185220836,1
8814139309536,1
4878407681292,1
8481363579655,1
8400546104477,1
0913015168859,1
1626982918288,1
9209170667162,1
8718086406891,1
6555090235497,1
2826983208329,1
2197071584862,1
6080810301164,1
7312176946062,1
2858379135223,1
3452704330353,1
5194120964771,1
7270617949471,1
4419735172924,1
3949490666976,1
5836058550861,1
7559755515473,1
9770541684878,1
9411679123937,1
9264234700155,1
3451577650001,1
0085854340755,1
3870595517729,1
6086400241292,1
7324783793922,1
0323125882222,1
0141045889424,1
3999514449498,1
6105093092711,1
3987200296761,1
5219037030743,1
4211881778551,1
7806136914357,1
2367185899156,1
9750525641554,1
0519443287577,1
0617953820540,1
5648260166545,1
9099851816053,1
2527192371278,1
1393541525309,1
9600133562775,1
1940606715368,1
7750016778907,1
4599047502029,1
7849868967291,1
8716251544041,1
4339642019818,1
3484580097778,1
7810881178032,1
7125105489888,1
0194354743673,1
2210086136021,1
7940337547911,1
7377859544874,1
5816163584531,1
7290929961824,1
8293166087431,1
8931485455387,1
2184412306399,1
6105282428628,1
6045130064144,1
2456509736038,1
3444217063798,1
9975382830068,1
8694235437865,1
6314224790925,1
9016730731825,1
1401273286761,1
3369204587081,1
2140905905609,1
5541423794961,1
7328930536363,1
1580855383255,1
4140279206676,1
2116116686866,1
8560538922486,1
2932767304573,1
3404664649600,1
6736332015910,1
3697242636318,1
8289678770107,1
2173254657486,1
2010708118936,1
6140016839677,1
2748523493081,1
7573398484798,1
4571091284083,1
2824423838709,1
5981049906230,1
0443775680945,1
9789644417566,1
5451646133525,1
0567608708825,1
1682181301252,1
6042220780038,1
0270718336719,1
8861617500299,1
1480549447594,1
7631713938088,1
4884286376914,1
0854619346611,1
0958714548175,1
2813423035584,1
3024897579668,1
1933311781322,1
7973455825173,1
3315234215364,1
6584901597226,1
7620678938004,1
3877115726104,1
9051238597641,1
6910548705142,1
1018285545450,1
4348588788788,1
9613980548342,1
3437832350138,1
3462007201021,1
6227996184109,1
5752760700823,1
1167323174524,1
1046687968553,1
6666450039058,1
6234981229677,1
8354757066980,1
1864523418990,1
5391063796708,1
4177746677844,1
9223465590645,1
3611404788530,1
3648843278360,1
9555405369869,1
3771563712422,1
6939576371679,1
4839677137889,1
1347220919972,1
9828218238197,1
7637965266177,1
5625385298436,1
2400971790944,1
0546663510468,1
5366741257673,1
4282390313328,1
7562716217224,1
6696011599592,1
1785968071093,1
6702485204068,1
6198976235336,1
0272853494392,1
2095675605993,1
6538314472151,1
9564142530098,1
2459608669436,1
7850559529209,1
3077524662127,1
3468391317621,1
9020087257358,1
1412767309750,1
6765159565797,1
7032333834949,1
4972126598739,1
8219991909885,1
3546837044062,1
6034138725317,1
3352250665391,1
8292221259431,1
2858795310884,1
6427698340722,1
3368952955814,1
7781336841200,1
9562291552114,1
5152786856205,1
6390321017509,1
6724041584476,1
9903972134166,1
0875664811701,1
6134884131384,1
3769453989368,1
9064420523403,1
8117083928656,1
7849803032220,1
4224458402032,1
5847909670676,1
8305330417927,1
3585352301809,1
2764209200934,1
2444324293508,1
3314336001141,1
7340463769193,1
6379455029305,1
2687484278330,1
6955958970124,1
0879403711307,1
9075955160407,1
9303930743803,1
4448631479370,1
3622280113958,1
1781863924199,1
3020140434043,1
0829876335753,1
4940909837887,1
1748198781255,1
9773251221692,1
3374473481213,1
8055815770350,1
0033160159561,1
3374060126749,1
8784001314930,1
1201476018592,1
8040597554335,1
5553614111334,1
7002248784950,1
2400345095521,1
5821480662848,1
9534342622886,1
1110759657864,1
0613030526374,1
2216734442384,1
6577717559373,1
8962184566845,1
1068033625231,1
7984732937083,1
0225043823663,1
7164538871068,1
4126841560865,1
8050290473840,1
7085970990585,1
9487192215831,1
9526022349640,1
8969505706430,1
2598544017151,1
8669967244265,1
8480008515188,1
3657892928430,1
1710607213244,1
0408216383342,1
3878717216659,1
3212791224399,1
9653417230419,1
1409564618048,1
4963957032363,1
8106103394861,1
2147577095621,1
5470410332131,1
4361983318602,1
6768323501584,1
0821022631160,1
7063457196880,1
9990017164479,1
7447052341324,1
1753254556340,1
0000772173551,1
7476487475991,1
4298794476569,1
8603494638036,1
5871085611833,1
4237146344217,1
2947788880883,1
8103584251393,1
9783327461051,1
1907181981823,1
6266412127931,1
7534812547505,1
0597852906470,1
3262681302096,1
5232162395501,1
5685894509225,1
0056136715783,1
7905555802532,1
1733721167538,1
5685940499357,1
5926769808655,1
2438306695435,1
8554653579427,1
9284808722185,1
8161006168001,1
1801633007232,1
4950842451484,1
8959370718249,1
0124351841799,1
7657965727133,1
3224125024698,1
7502883657638,1
5826249391540,1
0869659884535,1
8502462414491,1
8972354381680,1
8517577719621,1
1194874299758,1
5064942239732,1
1791807239142,1
7258516086879,1
7875133192631,1
4312378671314,1
2045641444804,1
8535294391319,1
1617877996092,1
6177677447149,1
9146685625426,1
7701680857368,1
4954774767491,1
8452652737827,1
2598528477865,1
2400791994331,1
3420700113157,1
1819692315977,1
7872238010426,1
0890283483160,1
5099365381959,1
2804765732965,1
0428922157860,1
7104026080572,1
9196224127546,1
7430757299205,1
6437877218285,1
6303768155192,1
7705439456208,1
7786136201292,1
2574440178950,1
5859041058304,1
9786720968110,1
2457080785408,1
3806715010474,1
7296240122395,1
3755751916830,1
5654979314269,1
1591475309310,1
8962224226883,1
7191611656960,1
1660571004242,1
1531809791091,1
0885459047185,1
4025667215556,1
1270143662536,1
3387097165902,1
7090100361760,1
9026174520169,1
8933111393674,1
5483271772190,1
4553462224171,1
1839888162178,1
5306211302847,1
5329089862282,1
1215738341052,1
6628790346173,1
4190140732261,1
5006853836860,1
1575861230358,1
9433323362400,1
6024409803516,1
8823892885850,1
4360023769381,1
0488477075392,1
0914241198245,1
3592268929041,1
8942072787231,1
6126442599873,1
4439502416822,1
6219323974828,1
